node,degree_centrality,betweenness_centrality,community
929,4.262574595055413e-05,0.0,47
926,4.262574595055413e-05,0.0,47
932,4.262574595055413e-05,0.0,47
925,4.262574595055413e-05,0.0,47
938,0.0003836317135549872,8.040242938542832e-05,10
257,0.006649616368286444,0.002435817014366574,497
749,4.262574595055413e-05,0.0,497
36991,0.00017050298380221653,1.158222696819031e-05,0
942,4.262574595055413e-05,0.0,0
944,0.00021312872975277067,7.673288402501007e-05,0
943,4.262574595055413e-05,0.0,0
9052,0.0001278772378516624,8.231035497044755e-06,0
951,0.00017050298380221653,0.0,3
950,0.001278772378516624,0.0004034071483782403,497
969,8.525149190110827e-05,0.0,48
976,0.0001278772378516624,0.0,0
726,4.262574595055413e-05,0.0,10
41062,0.0001278772378516624,7.673288402501007e-05,10
982,4.262574595055413e-05,0.0,10
981,0.00042625745950554135,0.00013459363008185655,10
990,0.00046888320545609546,0.0001644581013976626,0
991,0.00021312872975277067,0.0,0
635,0.0001278772378516624,0.0,49
992,4.262574595055413e-05,0.0,49
997,0.0003836317135549872,4.69091986156809e-05,3
10194,0.001662404092071611,0.0011379926787150737,0
998,8.525149190110827e-05,4.876035065338549e-06,0
970,4.262574595055413e-05,0.0,10
653,0.016794543904518327,0.026489915694309335,3
861,0.00980392156862745,0.003610138259039995,3
360,0.00196078431372549,0.0012074560142773182,0
865,0.002557544757033248,0.0009359334522704443,0
1017,8.525149190110827e-05,0.0,50
1019,0.00042625745950554135,0.0001790706140760448,0
1023,4.262574595055413e-05,0.0,226
1022,4.262574595055413e-05,0.0,226
1021,8.525149190110827e-05,6.892848277453053e-05,226
1020,4.262574595055413e-05,0.0,226
1025,8.525149190110827e-05,4.198348031671426e-07,0
4559,0.0001278772378516624,4.165349613295271e-05,0
1024,4.262574595055413e-05,0.0,0
1028,0.00017050298380221653,0.00012172572906779175,497
18735,0.0010656436487638534,0.0017744560237575647,3
1032,4.262574595055413e-05,0.0,3
1034,4.262574595055413e-05,0.0,3
1031,4.262574595055413e-05,0.0,3
1026,8.525149190110827e-05,2.3736230781559956e-07,11
1030,4.262574595055413e-05,0.0,3
1035,4.262574595055413e-05,0.0,3
1037,4.262574595055413e-05,0.0,3
1033,8.525149190110827e-05,4.48126519525639e-06,3
1029,4.262574595055413e-05,0.0,3
1027,4.262574595055413e-05,0.0,3
1036,4.262574595055413e-05,0.0,3
1038,4.262574595055413e-05,0.0,429
25327,0.0001278772378516624,7.673288402501007e-05,429
1039,4.262574595055413e-05,0.0,429
2840,0.0011935208866155158,0.004229769782756655,10
1045,0.0001278772378516624,0.0,11
1047,4.262574595055413e-05,0.0,496
42393,8.525149190110827e-05,3.836644201250503e-05,496
1049,0.00021312872975277067,7.673288402501007e-05,51
1050,4.262574595055413e-05,0.0,51
95,0.0005115089514066496,0.00012603764509690578,497
1048,4.262574595055413e-05,0.0,51
1054,4.262574595055413e-05,0.0,52
1055,0.0001278772378516624,0.0,52
1057,8.525149190110827e-05,0.0,53
1060,4.262574595055413e-05,0.0,54
1061,0.0006820119352088661,0.0,54
1069,4.262574595055413e-05,0.0,54
1064,4.262574595055413e-05,0.0,54
1068,4.262574595055413e-05,0.0,54
1074,4.262574595055413e-05,0.0,54
1067,4.262574595055413e-05,0.0,54
1066,4.262574595055413e-05,0.0,54
1065,4.262574595055413e-05,0.0,54
1073,4.262574595055413e-05,0.0,54
1071,4.262574595055413e-05,0.0,54
1063,4.262574595055413e-05,0.0,54
1072,4.262574595055413e-05,0.0,54
1070,4.262574595055413e-05,0.0,54
1062,4.262574595055413e-05,0.0,54
1095,0.00017050298380221653,3.836644201250503e-05,0
1096,4.262574595055413e-05,0.0,0
21707,8.525149190110827e-05,1.1523476460712343e-05,0
33628,0.0001278772378516624,0.0,497
1097,0.0005115089514066496,1.1759265139132927e-06,497
612,0.0059249786871270246,0.0026069942642979417,497
1098,0.0002557544757033248,8.283839344775847e-06,0
1099,0.00042625745950554135,1.4040810325080068e-05,0
888,0.002855924978687127,0.001034743809065064,0
1108,0.00029838022165387895,1.7516485663472386e-05,226
46535,0.0001278772378516624,4.582458571805711e-05,226
1111,0.0001278772378516624,0.0,315
1112,8.525149190110827e-05,3.836644201250503e-05,315
563,0.0006820119352088661,0.0004247568649732751,497
1122,4.262574595055413e-05,0.0,497
1119,4.262574595055413e-05,0.0,497
1005,4.262574595055413e-05,0.0,497
1115,4.262574595055413e-05,0.0,497
1114,4.262574595055413e-05,0.0,497
1116,4.262574595055413e-05,0.0,497
1117,0.00046888320545609546,9.506976696525469e-05,1
